author,rating,content,images,videos,title,created_at,verified_purchase
Sarwar Ali,5,"Good in quality, print looks elegant well finished stictched, full size dupatta.
keep up the good work Gosriki and Anni.",https://assets.myntassets.com/assets/images/2024/4/1/bbb73dbc-bf86-4108-9742-cbde2edd08831711980682670-image25.jpg;https://assets.myntassets.com/assets/images/2024/4/1/61e7b73c-a4dc-40ed-81d9-4470241b1fde1711980682794-image835.jpg;https://assets.myntassets.com/assets/images/2024/4/1/9d58cdd2-7f70-4fe3-b168-b2ba36fcef051711980683038-image89.jpg,,,2024-04-01 14:15:05,ACTIVE
Nisha,3,"Waw. 😍 Nice product. Fabric, colour, fitting was dam good and also fast delivery . I love this outfit 😍 must buy product😘",,,,2024-05-05 19:44:41,ACTIVE
Priyanka Gupta Saxena,4,Beautiful same as shown in picture.....it's very comfortable......best.....,,,,2023-12-23 08:02:20,ACTIVE
sravanthiv,5,For daily wear purpose you can buy this dresses... They look nice in everyday style wear. Also Comfortable and smooth cloth.,,,,2024-05-08 07:54:37,ACTIVE
Myntra Customer,4,"Nice kurti, cloth color little difference as shown as picture, totally I'm satisfied, go for it",,,,2024-04-13 03:50:15,ACTIVE
Myntra Customer,5,,https://assets.myntassets.com/assets/images/2024/3/26/01f5bfbd-7552-499a-bc5b-b0e8e2f3a57a1711458357173-image9.jpg;https://assets.myntassets.com/assets/images/2024/3/26/310b8874-79a7-4d12-a8a1-dbe7f974c1741711458357129-image493.jpg,,,2024-03-26 13:06:01,ACTIVE
Poorva,5,"Very pretty dress. Quality cloth is very nice, design is preety. Exact as shown in picture . Loved the quality of product..",,,,2024-05-04 16:32:28,ACTIVE
Vanita Amin,5,"The print on kurti looks good but no guarantee after wash
Material is same as per description good length dupatta. I like it
",,,,2024-01-22 07:31:08,ACTIVE
Rekha Rathod,5,,https://assets.myntassets.com/assets/images/2024/4/21/bd34c89d-3f44-4a5e-952d-942225cc37b31713720145612-image482.jpg;https://assets.myntassets.com/assets/images/2024/4/21/bebd71e5-9ca1-44c6-8232-48d099ceac481713720145454-image4.jpg,,,2024-04-21 17:22:31,ACTIVE
Nancy Lakshkar,3,Print is not good 🙂,https://assets.myntassets.com/assets/images/2024/1/16/23514e58-dd9e-4642-968a-84cdd42cc7831705391179265-image297.jpg,,,2024-01-16 07:46:46,ACTIVE
Riddhi Bhanushali,5,"The fabric is so good and the colour is exactly the same as shown in the picture...
The overall quality is great!",,,,2024-05-26 19:01:39,ACTIVE
Tani,5,I liked it. Fabric is comfortable. ,https://assets.myntassets.com/assets/images/2024/2/28/a13be6a4-72f4-493f-a359-16df0d7c8e0f1709107481484-image821.jpg,,,2024-02-28 08:05:01,ACTIVE
Nagma shaikh,4,Quality is good 👍 👌 colour is so beautiful material is so comfortable. ,,,,2024-04-26 20:25:36,ACTIVE
RINGKEE SHARMA,5,"I just love the fabric and it fit so perfectly ♥️ 
",https://assets.myntassets.com/assets/images/2024/4/8/93e9ab50-6827-4380-bc18-4cbc28a31c181712563169568-image514.jpg,,,2024-04-08 08:01:23,ACTIVE
Manikandan,4,"Product quality is good. And material also nice...overall the product is superb
",,,,2024-02-29 07:57:02,ACTIVE
Dipanjali Bihari,5,"I ordered this for my mom and she loved it. It’s best for summer. Affordable and comfortable to wear, go for it 
",,,,2024-05-22 07:20:31,ACTIVE
Radhika,5,This dress was fabulous the fabric was so nice the texture of dress is so outstanding the dress is comfortable ,,,,2024-06-02 06:25:38,ACTIVE
Supriya Singh,4,The color and the quality of this suit is good and true to size. Must buy it ,,,,2024-05-09 05:50:13,ACTIVE
kamal,3,Very beautiful and comfortable suit.,https://assets.myntassets.com/assets/images/2024/3/7/6339a0f8-f938-4fd8-ba49-72520424bba21709777431494-image728.jpg,,,2024-03-07 02:10:44,ACTIVE
5976,5,Osmmm quality and love to wear this basically I don't wear ethnic but this suit was amazing thanks Myntra ♥️,,,,2024-02-23 17:08:34,ACTIVE
Tulasi Kothapalli,5,"I received the product as shown in the picture, fit also fits nice, The material quality is also
 very good",,,,2024-04-26 08:19:35,ACTIVE
Pinki Sharma,5,Premium And Exellent product. Was Comfortable while wearing and and really nice for any type of Occasion ,,,,2024-04-29 17:35:58,ACTIVE
Myntra Customer,5,"Quality, fitting, everything is just amazing, stuff is so soft and skin friendly.. go for it guys ❤️",,,,2024-05-08 04:30:25,ACTIVE
Soi,5,"Super soft fabric .and Elegant dupatta . It’s a value for money .
It’s a ideal daily wear for hot weather ",,,,2024-05-31 05:51:36,ACTIVE
Shreeya,5,I really loved this product such a good quality product in that price i was not expecting at all thank you so much,,,,2024-03-09 02:12:38,ACTIVE
Aditi Pandey,5,"This was my first and best purchase from myntra. 
Size , quality, material, colour and comfort all are  best.",,,,2024-05-03 10:48:24,ACTIVE
Nisha,4,This kurti set was very good and fabric is very soft ... awesome product ,,,,2024-04-06 11:08:50,ACTIVE
vidhi,3,"Overall is pretty, but the stitching of the pant Plazo is pulled from the bottom, which is why it is defective.",,,,2024-03-22 05:14:06,IMAGE_REJECTED
Tanuja,5,"I have no picture because I given gifted., but Dress is so awesome., quality of product is so classic..",,,,2024-06-02 02:26:21,ACTIVE
seema sawarkar,5,Very  good quality. 👍👍,https://assets.myntassets.com/assets/images/2024/2/11/8222024a-3499-4d7b-a99c-ef6c13c2c4e71707646442424-image298.jpg,,,2024-02-11 10:14:35,ACTIVE
disha biswas,5,Loved the quality ☺,https://assets.myntassets.com/assets/images/2024/5/17/8bab9975-74a9-4601-8b39-18d8c8310d3e1715913088691-image934.jpg,,,2024-05-17 02:31:42,ACTIVE
Lucky,5,best purchase ever... bht axa fabric hai .. color bhi bht pretty hn.. i love this kurta.. 😍😍❤ ,https://assets.myntassets.com/assets/images/2024/3/10/858bc479-018a-4e5e-aa12-2fcee3d03fef1710065759540-image102.jpg,,,2024-03-10 10:16:55,ACTIVE
Rituparna kakati,4,"just loved this kurta set,the fabrics quality is too good♥️",,,,2024-02-12 06:03:56,ACTIVE
Versha Sharma,4,,https://assets.myntassets.com/assets/images/2024/3/22/57728fd0-b295-4cae-8196-1051d0a0d5491711087678176-image923.jpg,,,2024-03-22 06:08:03,ACTIVE
Pooja Tayal,4,This article is just superb... Awesome look and fabric great 👍👍,,,,2024-06-02 15:36:06,ACTIVE
Grace verma,5,Very nice product ❤️,https://assets.myntassets.com/assets/images/2024/4/8/93599c0b-adf2-4dfe-bf49-3addfad0c2571712577015595-image242.jpg,,,2024-04-08 11:50:33,ACTIVE
Renu pal,5,"Happy loved it
Thanks

",https://assets.myntassets.com/assets/images/2024/4/9/0f5999c2-cefb-4dda-89cb-4afa1e8a65551712643883144-image338.jpg,,,2024-04-09 06:25:44,ACTIVE
Khushi yadav,5,Perfect 😍😍😍😍😘😘😘😘😘😘😘😍😍❤️❤️❤️❤️❤️❤️❤️,,,,2024-05-03 04:38:49,ACTIVE
payal borisa,3,Kurta and duppata matrial is awesome but only concern with pant otherwise looks good this dress after wearing.,,,,2024-06-04 10:41:52,ACTIVE
subhashree priyadarsini,4,So good fabric..I got as the same I ordered its so beautiful 😍,,,,2024-06-06 14:59:44,ACTIVE
sumayya.h,5,Same as shown in the picture good quality and cotton I loved it thank you so much Myntra 👍🤩,,,,2024-06-01 07:01:03,ACTIVE
Priyanka Jawale,5,The quality is amazing. I have ordered 3 till and all were just awesome. 1 is on the way mintra never disappoints ,,,,2024-01-12 19:47:37,ACTIVE
Jayanti,5,"Awesome dress with good quality and size as shown in the picture.
Everyone should go for it.",https://assets.myntassets.com/assets/images/2024/5/28/95b3ed95-34a7-4a34-9ccb-00ebd73a84a21716918677088-image244.jpg,,,2024-05-28 17:52:55,ACTIVE
Myntra Customer,5,"Awesome. Product overall and colour of the dress is outstanding. Tq for this beautiful dress
",,,,2024-05-20 19:14:15,ACTIVE
Chatnaba,5,"Material quality is nice 👍 design is also great 
I love this dress best product in low budget ",,,,2024-05-26 06:37:20,ACTIVE
seema Kaithwas,4,"Good in diz price..... Love d colour nd duptta just woow....
",,,,2024-04-09 11:37:14,ACTIVE
Shweta,4,Nice product same as shown in picture....loved it...must buy.,https://assets.myntassets.com/assets/images/2024/5/9/7aad6a46-d1e2-4a98-b88e-a3d55773b3851715249904298-image387.jpg,,,2024-05-09 10:18:59,ACTIVE
Myntra Customer,1,It's a great product to buy . Texture is soft and good 😊,,,,2024-05-12 12:29:49,ACTIVE
Kunal,4,"Fine fabric , very comfortable to wear looks awesome 👍 
",,,,2024-05-16 12:49:41,ACTIVE
Myntra Customer,2,"The product is comfortable  but the pants tore off in the first use itself. 
Wouldn't recommend ",,,,2024-02-16 12:15:24,ACTIVE
Priyanshu chauhan,5,"The overall quality,fit, and colour is very very nice. The product is amazing 😍😍😍 
",,,,2024-04-18 04:55:29,ACTIVE
Myntra Customer,5,Gorgeous as seen in the picture... Must buy... Value for money.... Material is soft and sooo good,,,,2024-04-26 11:27:10,ACTIVE
Aparna,5,"Material is very comfortable colour is same as in preview. Suggest to buy. Thank you Kalini.
",,,,2024-05-24 11:33:48,ACTIVE
Jyoti,5,"Amazing fabric and comfort 
Looks Exactly as shown in the pictures 
Just go for it 👍🏻",,,,2024-05-27 03:24:31,ACTIVE
Bharti,4,"It's fit is amazing, material is wow, comfortable also",,,,2024-05-27 09:49:47,ACTIVE
Aliya,5,Same as shown good quality product best for office wear thanks myntra for good product ,https://assets.myntassets.com/assets/images/2024/5/31/5684efdd-fee7-4b99-9e66-c908890625531717147245423-image898.jpg;https://assets.myntassets.com/assets/images/2024/5/31/c1b40400-fd58-4b16-858c-07aee2db7ebd1717147254566-image326.jpg,,,2024-05-31 09:22:04,ACTIVE
Ritika,5,It looks great and quality is good too. But it didn't look good on me so i returned it.,,,,2024-04-27 03:53:11,ACTIVE
Shreya Giri,5,"Really loved it........
One of the best material......
Excellent product thanks 😊 ",,,,2024-06-06 17:46:07,ACTIVE
Avinash Kamble,5,"It's very nice dress I love it material is very nice, same as shown in picture 😁 
",,,,2024-04-18 05:58:54,ACTIVE
Joice,4,Nice colour.. Material is overall good 👍👍😊,,,,2024-06-04 16:22:15,ACTIVE
Shruti,5,"The quality of the cloth is really good and soft. Colour is also as shown. Great product 
",,,,2024-04-23 08:43:45,ACTIVE
Deepthi Rathna Amara,4,Nice product  and quality of the cloth is simply super,,,,2024-03-05 07:00:55,ACTIVE
Akanksha Pathak,4,Very very beautiful...dupatta ka length bhut achha hai,,,,2024-05-15 16:54:16,ACTIVE
Jyoti Singh,5,"It is so good i liked it very much, very good quality,size is perfect, colour is also so good ",https://assets.myntassets.com/assets/images/2024/4/28/6437079d-7faf-4812-9721-ef4cc24617c71714304506410-image33.jpg,,,2024-04-28 11:43:18,ACTIVE
Darshana,4,"Material is good and the color also looks bright.
",,,,2024-02-21 06:20:44,ACTIVE
mahalakshmi,5,"Dress fitting and quality was so good , looking decent satisfied with the product ",,,,2024-05-31 11:01:00,ACTIVE
Myntra Customer,5,"I like this product. Fabric and colour very nice. I like this product very much.
",,,,2024-06-06 04:58:23,ACTIVE
divya sahay,5,best quality... best design.... go girl .. you can buy it without a single doubt😍,,,,2024-03-25 12:52:39,ACTIVE
Ammu,5,"Love this dress 😍In a world of trends, I choose timeless tradition.♥😎...",https://assets.myntassets.com/assets/images/2024/6/4/3110a7e3-64b8-4cd8-b3e8-01718c99a04b1717517306411-image59.jpg;https://assets.myntassets.com/assets/images/2024/6/4/c142f593-8e83-4709-9044-b11524612ae31717517547887-image913.jpg;https://assets.myntassets.com/assets/images/2024/6/4/813fbda1-837a-40de-9da6-665dedf6f1201717517548191-image414.jpg;https://assets.myntassets.com/assets/images/2024/6/4/967a44b2-72ad-4293-932d-8fd211379a3f1717517547568-image75.jpg,,,2024-06-04 16:12:43,ACTIVE
Vaishnavi,5,"The quality of the dress is very nice , overall I like the dress,  thank u ..👍",,,,2024-04-25 03:19:25,ACTIVE
Milana Raghu,5,"Beautiful dress, happy to wear this dress. colour is just as shown in the picture. 
",,,,2024-04-23 03:16:36,ACTIVE
rameshwari shangrapawar,4,"Colour is so nice 👍
 fabric material good ",https://assets.myntassets.com/assets/images/2024/3/5/a0af08ae-0d9a-49fa-b88b-0158c3cc10ba1709606737710-image661.jpg,,,2024-03-05 02:46:34,ACTIVE
roopa pawar,5,Quality is very good and very comfy clothing and nice colour as shown in picture ,,,,2024-05-04 06:29:05,ACTIVE
Betsy B K,5,Beautiful set as picture and lovely color. Was a gift to my mil and she loved it. ,,,,2024-05-12 08:41:19,ACTIVE
Deepika,3,Very good product in this price but size not OK however change request has been placed,,,,2024-04-17 09:33:14,ACTIVE
Padma chinthakuntla,4,Nice dress same as shown in the picture 🤩,https://assets.myntassets.com/assets/images/2024/5/30/68fd6133-c020-4ded-a3e0-bd04659829b91717064648116-image975.jpg,,,2024-05-30 10:25:10,ACTIVE
Myntra Customer,5,👌👌 product material is good. Received same color and correct sized dress,,,,2024-05-07 20:06:39,ACTIVE
Pratibha,4,Good 😊,https://assets.myntassets.com/assets/images/2023/12/9/0b07832d-0b8d-4d6a-957d-f3cee15c74451702129307138-image971.jpg,,,2023-12-09 13:42:12,ACTIVE
Advocate Neeraj Kumar,4,as expected we have to purchase if required ,,,,2024-02-07 10:14:10,ACTIVE
Lalita Yadav,5,Just loved it ...fabric quality is good ...i again buy same outfit for my mother.,,,,2024-03-28 06:47:09,ACTIVE
Lakshmi Prasanna,4,Product was absolutely decent for below  5'8,,,,2023-12-31 10:17:54,ACTIVE
SHAIL PANDEY,5,"Beautiful suit, such a vibrant colour, very happy to receive the packet,😍😍",,,,2024-03-17 12:59:12,ACTIVE
Thrinethra VigneshKumar,3,Product won't look bright as shown in pics. It is very average and doesn't look grand,,,,2024-05-22 08:18:27,ACTIVE
Kajol Roy,5,Very good product.I am so happy &very exited for this  dress. Thank you Myntra 😊,https://assets.myntassets.com/assets/images/2024/3/10/4ae562c7-ef80-4c07-b5ba-56b507c4263e1710084203733-image796.jpg,,,2024-03-10 15:24:06,ACTIVE
Ranjan khatri,4,Fabric quality is good and size is good too ,,,,2024-02-16 16:48:34,ACTIVE
ShitalRBawaskar,4,Dress  fit so well and they look amazing 😍,,,,2024-06-06 08:14:00,ACTIVE
Komal,5,"So Beautiful so original just like a wow.  Exactly like a profile picture.worth of buying. Liked it.
",,,,2023-12-04 15:06:05,ACTIVE
Myntra Customer,4,,https://assets.myntassets.com/assets/images/2024/5/8/f8028b74-7f25-4105-83db-05020c5bbda51715182309938-image503.jpg;https://assets.myntassets.com/assets/images/2024/5/8/3664df4d-d824-4f67-bb0b-56dc97fe4dec1715182310147-image649.jpg,,,2024-05-08 15:31:55,ACTIVE
Vishal,4,Color combination with dupatta is good ,,,,2024-05-29 11:33:03,ACTIVE
Amrutha,4,Good one same as shown in image ❤️,,,,2024-05-01 05:10:36,ACTIVE
Priya G K,5,Super happy with my purchase 😊😊 very nice and elegant suit set 👏👏,https://assets.myntassets.com/assets/images/2024/4/20/757e0b9f-c892-4cfa-a172-5b88a49e372a1713618657778-image153.jpg,,,2024-04-20 13:11:36,ACTIVE
Myntra Customer,5,"Colour, design fabric and fitting every thing is perfect  
Beautiful dress ",,,,2024-06-04 11:07:35,ACTIVE
Priya,5,Nice suit & Nice material Jo dikhaya wahi cheez hai m so Happy thank u myntra🥰,,,,2024-02-18 15:17:35,ACTIVE
Myntra Customer,4,"Good quality but colour thoda light h  
",,,,2024-05-13 04:56:11,ACTIVE
Priya,5,Very good quality dress material 👌..I'm so satisfied...must buy it 💖,,,,2024-05-16 14:04:50,ACTIVE
nanda kumar,4,"Good one looking gargeous go with it
",,,,2024-03-12 02:05:34,ACTIVE
vikas singh,4,according the the price...just amazing,,,,2024-05-26 08:01:02,ACTIVE
Sam,4,Good quality product. Size is large,,,,2024-05-26 15:36:52,ACTIVE
Latha.R,4,Nice size issues but good 👍🏻 ,,,,2024-06-01 13:53:04,ACTIVE
Seema,4,Bahut achchha h.....same as picture,,,,2024-06-03 14:54:41,ACTIVE
Sandhya Patil,5,"Dress is very beautiful, nd material of dress as shown as picture 
",,,,2024-06-01 10:38:49,ACTIVE
Myntra Customer,4,Good fabric and material so good ,,,,2024-05-15 12:48:06,ACTIVE
Vandana Mendiratta,5,"I gifted this to my sister, she liked it very much..... thanks Myntra 👍",,,,2024-03-19 14:17:42,ACTIVE
Priya,5,A great buy at this price. Color and fit are perfect. Thanks Myntra! ,,,,2024-06-05 03:04:47,ACTIVE
